NameSpace,ClassName,MethodName,PropertyType,Length
ConnectApi,RecommendedObject,clone,,0
ConnectApi,RecommendedObject,equals,Object,6
ConnectApi,RecommendedObject,getBuildVersion,,0
ConnectApi,RecommendedObject,hashCode,,0
ConnectApi,RecommendedObject,toString,,0
ConnectApi,RecommendedObjectType,equals,Object,6
ConnectApi,RecommendedObjectType,hashCode,,0
ConnectApi,RecommendedObjectType,ordinal,,0
ConnectApi,RecommendedObjectType,values,,0
ConnectApi,RecordCapability,clone,,0
ConnectApi,RecordCapability,equals,Object,6
ConnectApi,RecordCapability,getBuildVersion,,0
ConnectApi,RecordCapability,hashCode,,0
ConnectApi,RecordCapability,toString,,0
ConnectApi,RecordCapabilityInput,clone,,0
ConnectApi,RecordCapabilityInput,equals,Object,6
ConnectApi,RecordCapabilityInput,hashCode,,0
ConnectApi,RecordCapabilityInput,toString,,0
ConnectApi,RecordColumnOrder,equals,Object,6
ConnectApi,RecordColumnOrder,hashCode,,0
ConnectApi,RecordColumnOrder,ordinal,,0
ConnectApi,RecordColumnOrder,values,,0
ConnectApi,RecordField,clone,,0
ConnectApi,RecordField,equals,Object,6
ConnectApi,RecordField,getBuildVersion,,0
ConnectApi,RecordField,hashCode,,0
ConnectApi,RecordField,toString,,0
ConnectApi,RecordFieldType,equals,Object,6
ConnectApi,RecordFieldType,hashCode,,0
ConnectApi,RecordFieldType,ordinal,,0
ConnectApi,RecordFieldType,values,,0
ConnectApi,Records,clone,,0
ConnectApi,Records,getMotif,String:String,13
ConnectApi,Records,getMotifBatch,String:List<String>,19
ConnectApi,RecordSnapshot,clone,,0
ConnectApi,RecordSnapshot,equals,Object,6
ConnectApi,RecordSnapshot,getBuildVersion,,0
ConnectApi,RecordSnapshot,hashCode,,0
ConnectApi,RecordSnapshot,toString,,0
ConnectApi,RecordSnapshotAttachment,clone,,0
ConnectApi,RecordSnapshotAttachment,equals,Object,6
ConnectApi,RecordSnapshotAttachment,getBuildVersion,,0
ConnectApi,RecordSnapshotAttachment,hashCode,,0
ConnectApi,RecordSnapshotAttachment,toString,,0
ConnectApi,RecordSnapshotCapability,clone,,0
ConnectApi,RecordSnapshotCapability,equals,Object,6
ConnectApi,RecordSnapshotCapability,getBuildVersion,,0
ConnectApi,RecordSnapshotCapability,hashCode,,0
ConnectApi,RecordSnapshotCapability,toString,,0
ConnectApi,RecordSummary,clone,,0
ConnectApi,RecordSummary,equals,Object,6
ConnectApi,RecordSummary,getBuildVersion,,0
ConnectApi,RecordSummary,hashCode,,0
ConnectApi,RecordSummary,toString,,0
ConnectApi,RecordSummaryList,clone,,0
ConnectApi,RecordSummaryList,equals,Object,6
ConnectApi,RecordSummaryList,getBuildVersion,,0
ConnectApi,RecordSummaryList,hashCode,,0
ConnectApi,RecordSummaryList,toString,,0
ConnectApi,RecordView,clone,,0
ConnectApi,RecordView,equals,Object,6
ConnectApi,RecordView,getBuildVersion,,0
ConnectApi,RecordView,hashCode,,0
ConnectApi,RecordView,toString,,0
ConnectApi,RecordViewSection,clone,,0
ConnectApi,RecordViewSection,equals,Object,6
ConnectApi,RecordViewSection,getBuildVersion,,0
ConnectApi,RecordViewSection,hashCode,,0
ConnectApi,RecordViewSection,toString,,0
ConnectApi,Reference,clone,,0
ConnectApi,Reference,equals,Object,6
ConnectApi,Reference,getBuildVersion,,0
ConnectApi,Reference,hashCode,,0
ConnectApi,Reference,toString,,0
ConnectApi,ReferenceRecordField,clone,,0
ConnectApi,ReferenceRecordField,equals,Object,6
ConnectApi,ReferenceRecordField,getBuildVersion,,0
ConnectApi,ReferenceRecordField,hashCode,,0
ConnectApi,ReferenceRecordField,toString,,0
ConnectApi,ReferenceWithDateRecordField,clone,,0
ConnectApi,ReferenceWithDateRecordField,equals,Object,6
ConnectApi,ReferenceWithDateRecordField,getBuildVersion,,0
ConnectApi,ReferenceWithDateRecordField,hashCode,,0
ConnectApi,ReferenceWithDateRecordField,toString,,0
ConnectApi,RelatedFeedPost,clone,,0
ConnectApi,RelatedFeedPost,equals,Object,6
ConnectApi,RelatedFeedPost,getBuildVersion,,0
ConnectApi,RelatedFeedPost,hashCode,,0
ConnectApi,RelatedFeedPost,toString,,0
ConnectApi,RelatedFeedPosts,clone,,0
ConnectApi,RelatedFeedPosts,equals,Object,6
ConnectApi,RelatedFeedPosts,getBuildVersion,,0
ConnectApi,RelatedFeedPosts,hashCode,,0
ConnectApi,RelatedFeedPosts,toString,,0
ConnectApi,RelatedFeedPostType,equals,Object,6
ConnectApi,RelatedFeedPostType,hashCode,,0
ConnectApi,RelatedFeedPostType,ordinal,,0
ConnectApi,RelatedFeedPostType,values,,0
ConnectApi,RelatedQuestion,clone,,0
ConnectApi,RelatedQuestion,equals,Object,6
ConnectApi,RelatedQuestion,getBuildVersion,,0
ConnectApi,RelatedQuestion,hashCode,,0
ConnectApi,RelatedQuestion,toString,,0
ConnectApi,ReplyIntent,clone,,0
ConnectApi,ReplyIntent,equals,Object,6
ConnectApi,ReplyIntent,getBuildVersion,,0
ConnectApi,ReplyIntent,hashCode,,0
ConnectApi,ReplyIntent,toString,,0
ConnectApi,ReplyIntents,clone,,0
ConnectApi,ReplyIntents,equals,Object,6
ConnectApi,ReplyIntents,getBuildVersion,,0
ConnectApi,ReplyIntents,hashCode,,0
ConnectApi,ReplyIntents,toString,,0
ConnectApi,RepositoryDirectoryEntryCollection,clone,,0
ConnectApi,RepositoryDirectoryEntryCollection,equals,Object,6
ConnectApi,RepositoryDirectoryEntryCollection,getBuildVersion,,0
ConnectApi,RepositoryDirectoryEntryCollection,hashCode,,0
ConnectApi,RepositoryDirectoryEntryCollection,toString,,0
ConnectApi,RepositoryFileDetail,clone,,0
ConnectApi,RepositoryFileDetail,equals,Object,6
ConnectApi,RepositoryFileDetail,getBuildVersion,,0
ConnectApi,RepositoryFileDetail,hashCode,,0
ConnectApi,RepositoryFileDetail,toString,,0
ConnectApi,RepositoryFileSummary,clone,,0
ConnectApi,RepositoryFileSummary,equals,Object,6
ConnectApi,RepositoryFileSummary,getBuildVersion,,0
ConnectApi,RepositoryFileSummary,hashCode,,0
ConnectApi,RepositoryFileSummary,toString,,0
ConnectApi,RepositoryFolderDetail,clone,,0
ConnectApi,RepositoryFolderDetail,equals,Object,6
ConnectApi,RepositoryFolderDetail,getBuildVersion,,0
ConnectApi,RepositoryFolderDetail,hashCode,,0
ConnectApi,RepositoryFolderDetail,toString,,0
ConnectApi,RepositoryFolderItem,clone,,0
ConnectApi,RepositoryFolderItem,equals,Object,6
ConnectApi,RepositoryFolderItem,getBuildVersion,,0
ConnectApi,RepositoryFolderItem,hashCode,,0
ConnectApi,RepositoryFolderItem,toString,,0
ConnectApi,RepositoryFolderItemsCollection,clone,,0
ConnectApi,RepositoryFolderItemsCollection,equals,Object,6
ConnectApi,RepositoryFolderItemsCollection,getBuildVersion,,0
ConnectApi,RepositoryFolderItemsCollection,hashCode,,0
ConnectApi,RepositoryFolderItemsCollection,toString,,0
ConnectApi,RepositoryFolderSummary,clone,,0
ConnectApi,RepositoryFolderSummary,equals,Object,6
ConnectApi,RepositoryFolderSummary,getBuildVersion,,0
ConnectApi,RepositoryFolderSummary,hashCode,,0
ConnectApi,RepositoryFolderSummary,toString,,0
ConnectApi,RepositoryGroupSummary,clone,,0
ConnectApi,RepositoryGroupSummary,equals,Object,6
ConnectApi,RepositoryGroupSummary,getBuildVersion,,0
ConnectApi,RepositoryGroupSummary,hashCode,,0
ConnectApi,RepositoryGroupSummary,toString,,0
ConnectApi,RepositoryPermissionTypeCollection,clone,,0
ConnectApi,RepositoryPermissionTypeCollection,equals,Object,6
ConnectApi,RepositoryPermissionTypeCollection,getBuildVersion,,0
ConnectApi,RepositoryPermissionTypeCollection,hashCode,,0
ConnectApi,RepositoryPermissionTypeCollection,toString,,0
ConnectApi,RepositoryUserSummary,clone,,0
ConnectApi,RepositoryUserSummary,equals,Object,6
ConnectApi,RepositoryUserSummary,getBuildVersion,,0
ConnectApi,RepositoryUserSummary,hashCode,,0
ConnectApi,RepositoryUserSummary,toString,,0
ConnectApi,Reputation,clone,,0
ConnectApi,Reputation,equals,Object,6
ConnectApi,Reputation,getBuildVersion,,0
ConnectApi,Reputation,hashCode,,0
ConnectApi,Reputation,toString,,0
ConnectApi,ReputationLevel,clone,,0
ConnectApi,ReputationLevel,equals,Object,6
ConnectApi,ReputationLevel,getBuildVersion,,0
ConnectApi,ReputationLevel,hashCode,,0
ConnectApi,ReputationLevel,toString,,0
ConnectApi,RequestHeader,clone,,0
ConnectApi,RequestHeader,equals,Object,6
ConnectApi,RequestHeader,getBuildVersion,,0
ConnectApi,RequestHeader,hashCode,,0
ConnectApi,RequestHeader,toString,,0
ConnectApi,RequestHeaderInput,clone,,0
ConnectApi,RequestHeaderInput,equals,Object,6
ConnectApi,RequestHeaderInput,hashCode,,0
ConnectApi,RequestHeaderInput,toString,,0
ConnectApi,ResourceLinkSegment,clone,,0
ConnectApi,ResourceLinkSegment,equals,Object,6
ConnectApi,ResourceLinkSegment,getBuildVersion,,0
ConnectApi,ResourceLinkSegment,hashCode,,0
ConnectApi,ResourceLinkSegment,toString,,0
ConnectApi,ResponseSuggestion,clone,,0
ConnectApi,ResponseSuggestion,equals,Object,6
ConnectApi,ResponseSuggestion,getBuildVersion,,0
ConnectApi,ResponseSuggestion,hashCode,,0
ConnectApi,ResponseSuggestion,toString,,0
ConnectApi,ResponseSuggestions,clone,,0
ConnectApi,ResponseSuggestions,equals,Object,6
ConnectApi,ResponseSuggestions,getBuildVersion,,0
ConnectApi,ResponseSuggestions,hashCode,,0
ConnectApi,ResponseSuggestions,toString,,0
ConnectApi,SaqlQueryInput,clone,,0
ConnectApi,SaqlQueryInput,equals,Object,6
ConnectApi,SaqlQueryInput,hashCode,,0
ConnectApi,SaqlQueryInput,toString,,0
ConnectApi,SaqlQueryMetadata,clone,,0
ConnectApi,SaqlQueryMetadata,equals,Object,6
ConnectApi,SaqlQueryMetadata,hashCode,,0
ConnectApi,SaqlQueryMetadata,toString,,0
ConnectApi,ScheduledRecommendation,clone,,0
ConnectApi,ScheduledRecommendation,equals,Object,6
ConnectApi,ScheduledRecommendation,getBuildVersion,,0
ConnectApi,ScheduledRecommendation,hashCode,,0
ConnectApi,ScheduledRecommendation,toString,,0
ConnectApi,ScheduledRecommendationInput,clone,,0
ConnectApi,ScheduledRecommendationInput,equals,Object,6
ConnectApi,ScheduledRecommendationInput,hashCode,,0
ConnectApi,ScheduledRecommendationInput,toString,,0
ConnectApi,ScheduledRecommendationPage,clone,,0
ConnectApi,ScheduledRecommendationPage,equals,Object,6
ConnectApi,ScheduledRecommendationPage,getBuildVersion,,0
ConnectApi,ScheduledRecommendationPage,hashCode,,0
ConnectApi,ScheduledRecommendationPage,toString,,0
ConnectApi,SmartAnswer,clone,,0
ConnectApi,SmartAnswer,equals,Object,6
ConnectApi,SmartAnswer,getBuildVersion,,0
ConnectApi,SmartAnswer,hashCode,,0
ConnectApi,SmartAnswer,toString,,0
ConnectApi,SmartAnswers,clone,,0
ConnectApi,SmartAnswers,equals,Object,6
ConnectApi,SmartAnswers,getBuildVersion,,0
ConnectApi,SmartAnswers,hashCode,,0
ConnectApi,SmartAnswers,toString,,0
ConnectApi,SmartDataDiscovery,clone,,0
ConnectApi,SmartDataDiscovery,createModel,String:ConnectApi.SmartDataDiscoveryModelInput,46
ConnectApi,SmartDataDiscovery,createPredictionDefinition,ConnectApi.SmartDataDiscoveryPredictionDefinitionInput,54
ConnectApi,SmartDataDiscovery,deleteModel,String:String,13
ConnectApi,SmartDataDiscovery,deletePredictionDefinition,String,6
ConnectApi,SmartDataDiscovery,getModel,String:String,13
ConnectApi,SmartDataDiscovery,getModels,String,6
ConnectApi,SmartDataDiscovery,getPredictionDefinition,String,6
ConnectApi,SmartDataDiscovery,getPredictionDefinitions,String:String:ConnectApi.SmartDataDiscoveryOutcomeGoal,54
ConnectApi,SmartDataDiscovery,predict,ConnectApi.SmartDataDiscoveryPredictInput,41
ConnectApi,SmartDataDiscovery,updateModel,String:String:ConnectApi.SmartDataDiscoveryModelInput,53
ConnectApi,SmartDataDiscovery,updatePredictionDefinition,String:ConnectApi.SmartDataDiscoveryPredictionDefinitionInput,61
ConnectApi,SmartDataDiscoveryFilter,clone,,0
ConnectApi,SmartDataDiscoveryFilter,equals,Object,6
ConnectApi,SmartDataDiscoveryFilter,getBuildVersion,,0
ConnectApi,SmartDataDiscoveryFilter,hashCode,,0
ConnectApi,SmartDataDiscoveryFilter,toString,,0
ConnectApi,SmartDataDiscoveryFilterInput,clone,,0
ConnectApi,SmartDataDiscoveryFilterInput,equals,Object,6
ConnectApi,SmartDataDiscoveryFilterInput,hashCode,,0
ConnectApi,SmartDataDiscoveryFilterInput,toString,,0
ConnectApi,SmartDataDiscoveryFilterOperator,equals,Object,6
ConnectApi,SmartDataDiscoveryFilterOperator,hashCode,,0
ConnectApi,SmartDataDiscoveryFilterOperator,ordinal,,0
ConnectApi,SmartDataDiscoveryFilterOperator,values,,0
ConnectApi,SmartDataDiscoveryModel,clone,,0
ConnectApi,SmartDataDiscoveryModel,equals,Object,6
ConnectApi,SmartDataDiscoveryModel,getBuildVersion,,0
ConnectApi,SmartDataDiscoveryModel,hashCode,,0
ConnectApi,SmartDataDiscoveryModel,toString,,0
ConnectApi,SmartDataDiscoveryModelCollection,clone,,0
ConnectApi,SmartDataDiscoveryModelCollection,equals,Object,6
ConnectApi,SmartDataDiscoveryModelCollection,getBuildVersion,,0
ConnectApi,SmartDataDiscoveryModelCollection,hashCode,,0
ConnectApi,SmartDataDiscoveryModelCollection,toString,,0
ConnectApi,SmartDataDiscoveryModelInput,clone,,0
ConnectApi,SmartDataDiscoveryModelInput,equals,Object,6
ConnectApi,SmartDataDiscoveryModelInput,hashCode,,0
ConnectApi,SmartDataDiscoveryModelInput,toString,,0
ConnectApi,SmartDataDiscoveryOutcomeGoal,equals,Object,6
ConnectApi,SmartDataDiscoveryOutcomeGoal,hashCode,,0
ConnectApi,SmartDataDiscoveryOutcomeGoal,ordinal,,0
ConnectApi,SmartDataDiscoveryOutcomeGoal,values,,0
ConnectApi,SmartDataDiscoveryPredict,clone,,0
ConnectApi,SmartDataDiscoveryPredict,equals,Object,6
ConnectApi,SmartDataDiscoveryPredict,getBuildVersion,,0
ConnectApi,SmartDataDiscoveryPredict,hashCode,,0
ConnectApi,SmartDataDiscoveryPredict,toString,,0
ConnectApi,SmartDataDiscoveryPredictColumn,clone,,0
ConnectApi,SmartDataDiscoveryPredictColumn,equals,Object,6
ConnectApi,SmartDataDiscoveryPredictColumn,getBuildVersion,,0
ConnectApi,SmartDataDiscoveryPredictColumn,hashCode,,0
ConnectApi,SmartDataDiscoveryPredictColumn,toString,,0
ConnectApi,SmartDataDiscoveryPredictCondition,clone,,0
ConnectApi,SmartDataDiscoveryPredictCondition,equals,Object,6
ConnectApi,SmartDataDiscoveryPredictCondition,getBuildVersion,,0
ConnectApi,SmartDataDiscoveryPredictCondition,hashCode,,0
ConnectApi,SmartDataDiscoveryPredictCondition,toString,,0
ConnectApi,SmartDataDiscoveryPredictImportWarnings,clone,,0
ConnectApi,SmartDataDiscoveryPredictImportWarnings,equals,Object,6
ConnectApi,SmartDataDiscoveryPredictImportWarnings,getBuildVersion,,0
ConnectApi,SmartDataDiscoveryPredictImportWarnings,hashCode,,0
ConnectApi,SmartDataDiscoveryPredictImportWarnings,toString,,0
ConnectApi,SmartDataDiscoveryPredictInput,clone,,0
ConnectApi,SmartDataDiscoveryPredictInput,equals,Object,6
ConnectApi,SmartDataDiscoveryPredictInput,hashCode,,0
ConnectApi,SmartDataDiscoveryPredictInput,toString,,0
ConnectApi,SmartDataDiscoveryPrediction,clone,,0
ConnectApi,SmartDataDiscoveryPrediction,equals,Object,6
ConnectApi,SmartDataDiscoveryPrediction,getBuildVersion,,0
ConnectApi,SmartDataDiscoveryPrediction,hashCode,,0
ConnectApi,SmartDataDiscoveryPrediction,toString,,0
ConnectApi,SmartDataDiscoveryPredictionDefinition,clone,,0
ConnectApi,SmartDataDiscoveryPredictionDefinition,equals,Object,6
ConnectApi,SmartDataDiscoveryPredictionDefinition,getBuildVersion,,0
ConnectApi,SmartDataDiscoveryPredictionDefinition,hashCode,,0
ConnectApi,SmartDataDiscoveryPredictionDefinition,toString,,0
ConnectApi,SmartDataDiscoveryPredictionDefinitionCollection,clone,,0
ConnectApi,SmartDataDiscoveryPredictionDefinitionCollection,equals,Object,6
ConnectApi,SmartDataDiscoveryPredictionDefinitionCollection,getBuildVersion,,0
ConnectApi,SmartDataDiscoveryPredictionDefinitionCollection,hashCode,,0
ConnectApi,SmartDataDiscoveryPredictionDefinitionCollection,toString,,0
ConnectApi,SmartDataDiscoveryPredictionDefinitionInput,clone,,0
ConnectApi,SmartDataDiscoveryPredictionDefinitionInput,equals,Object,6
ConnectApi,SmartDataDiscoveryPredictionDefinitionInput,hashCode,,0
ConnectApi,SmartDataDiscoveryPredictionDefinitionInput,toString,,0
ConnectApi,SmartDataDiscoveryUser,clone,,0
ConnectApi,SmartDataDiscoveryUser,equals,Object,6
ConnectApi,SmartDataDiscoveryUser,getBuildVersion,,0
ConnectApi,SmartDataDiscoveryUser,hashCode,,0
ConnectApi,SmartDataDiscoveryUser,toString,,0
ConnectApi,SmartResponses,clone,,0
ConnectApi,SmartResponses,getSmartAnswers,String:String:String:ConnectApi.QuestionContextType:Integer,59
ConnectApi,SocialAccount,clone,,0
ConnectApi,SocialAccount,equals,Object,6
ConnectApi,SocialAccount,getBuildVersion,,0
ConnectApi,SocialAccount,hashCode,,0
ConnectApi,SocialAccount,toString,,0
ConnectApi,SocialCustomerServiceConfig,clone,,0
ConnectApi,SocialCustomerServiceConfig,equals,Object,6
ConnectApi,SocialCustomerServiceConfig,getBuildVersion,,0
ConnectApi,SocialCustomerServiceConfig,hashCode,,0
ConnectApi,SocialCustomerServiceConfig,toString,,0
ConnectApi,SocialEngagement,clone,,0
ConnectApi,SocialEngagement,deleteSocialPost,String:String,13
ConnectApi,SocialEngagement,followSocialPersona,String:String,13
ConnectApi,SocialEngagement,followSocialPostPersona,String:String,13
ConnectApi,SocialEngagement,getIntents,String,6
ConnectApi,SocialEngagement,getManagedSocialAccount,String,6
ConnectApi,SocialEngagement,getManagedSocialAccounts,ConnectApi.SocialNetworkProvider,32
ConnectApi,SocialEngagement,getManagedSocialAccounts,,0
ConnectApi,SocialEngagement,getRelationship,String:String,13
ConnectApi,SocialEngagement,hideSocialPost,String:String,13
ConnectApi,SocialEngagement,likeSocialPost,String:String,13
ConnectApi,SocialEngagement,recallApproval,String,6
ConnectApi,SocialEngagement,unfollowSocialPersona,String:String,13
ConnectApi,SocialEngagement,unfollowSocialPostPersona,String:String,13
ConnectApi,SocialEngagement,unhideSocialPost,String:String,13
ConnectApi,SocialEngagement,unlikeSocialPost,String:String,13
ConnectApi,SocialNetworkAutenticationInformation,clone,,0
ConnectApi,SocialNetworkAutenticationInformation,equals,Object,6
ConnectApi,SocialNetworkAutenticationInformation,getBuildVersion,,0
ConnectApi,SocialNetworkAutenticationInformation,hashCode,,0
ConnectApi,SocialNetworkAutenticationInformation,toString,,0
ConnectApi,SocialNetworkProvider,equals,Object,6
ConnectApi,SocialNetworkProvider,hashCode,,0
ConnectApi,SocialNetworkProvider,ordinal,,0
ConnectApi,SocialNetworkProvider,values,,0
ConnectApi,SocialPostCapability,clone,,0
ConnectApi,SocialPostCapability,equals,Object,6
ConnectApi,SocialPostCapability,getBuildVersion,,0
ConnectApi,SocialPostCapability,hashCode,,0
ConnectApi,SocialPostCapability,toString,,0
ConnectApi,SocialPostIntents,clone,,0
ConnectApi,SocialPostIntents,equals,Object,6
ConnectApi,SocialPostIntents,getBuildVersion,,0
ConnectApi,SocialPostIntents,hashCode,,0
ConnectApi,SocialPostIntents,toString,,0
ConnectApi,SocialPostMessageType,equals,Object,6
ConnectApi,SocialPostMessageType,hashCode,,0
ConnectApi,SocialPostMessageType,ordinal,,0
ConnectApi,SocialPostMessageType,values,,0
ConnectApi,SocialPostStatus,clone,,0
ConnectApi,SocialPostStatus,equals,Object,6
ConnectApi,SocialPostStatus,getBuildVersion,,0
ConnectApi,SocialPostStatus,hashCode,,0
ConnectApi,SocialPostStatus,toString,,0
ConnectApi,SocialPostStatusType,equals,Object,6
ConnectApi,SocialPostStatusType,hashCode,,0
ConnectApi,SocialPostStatusType,ordinal,,0
ConnectApi,SocialPostStatusType,values,,0
ConnectApi,SortOrder,equals,Object,6
ConnectApi,SortOrder,hashCode,,0
ConnectApi,SortOrder,ordinal,,0
ConnectApi,SortOrder,values,,0
ConnectApi,Stamp,clone,,0
ConnectApi,Stamp,equals,Object,6
ConnectApi,Stamp,getBuildVersion,,0
ConnectApi,Stamp,hashCode,,0
ConnectApi,Stamp,toString,,0
ConnectApi,StatusCapability,clone,,0
ConnectApi,StatusCapability,equals,Object,6
ConnectApi,StatusCapability,getBuildVersion,,0
ConnectApi,StatusCapability,hashCode,,0
ConnectApi,StatusCapability,toString,,0
ConnectApi,StatusCapabilityInput,clone,,0
ConnectApi,StatusCapabilityInput,equals,Object,6
ConnectApi,StatusCapabilityInput,hashCode,,0
ConnectApi,StatusCapabilityInput,toString,,0
ConnectApi,StreamSubscriptionInput,clone,,0
ConnectApi,StreamSubscriptionInput,equals,Object,6
ConnectApi,StreamSubscriptionInput,hashCode,,0
ConnectApi,StreamSubscriptionInput,toString,,0
ConnectApi,Subscription,clone,,0
ConnectApi,Subscription,equals,Object,6
ConnectApi,Subscription,getBuildVersion,,0
ConnectApi,Subscription,hashCode,,0
ConnectApi,Subscription,toString,,0
ConnectApi,SupportedEmojis,clone,,0
ConnectApi,SupportedEmojis,equals,Object,6
ConnectApi,SupportedEmojis,getBuildVersion,,0
ConnectApi,SupportedEmojis,hashCode,,0
ConnectApi,SupportedEmojis,toString,,0
ConnectApi,TermsOfService,clone,,0
ConnectApi,TermsOfService,equals,Object,6
ConnectApi,TermsOfService,getBuildVersion,,0
ConnectApi,TermsOfService,hashCode,,0
ConnectApi,TermsOfService,toString,,0
ConnectApi,TextSegment,clone,,0
ConnectApi,TextSegment,equals,Object,6
ConnectApi,TextSegment,getBuildVersion,,0
ConnectApi,TextSegment,hashCode,,0
ConnectApi,TextSegment,toString,,0
ConnectApi,TextSegmentInput,clone,,0
ConnectApi,TextSegmentInput,equals,Object,6
ConnectApi,TextSegmentInput,hashCode,,0
ConnectApi,TextSegmentInput,toString,,0
ConnectApi,TextSmartResponse,clone,,0
ConnectApi,TextSmartResponse,equals,Object,6
ConnectApi,TextSmartResponse,getBuildVersion,,0
ConnectApi,TextSmartResponse,hashCode,,0
ConnectApi,TextSmartResponse,toString,,0
ConnectApi,TimeZone,clone,,0
ConnectApi,TimeZone,equals,Object,6
ConnectApi,TimeZone,getBuildVersion,,0
ConnectApi,TimeZone,hashCode,,0
ConnectApi,TimeZone,toString,,0
ConnectApi,Topic,clone,,0
ConnectApi,Topic,equals,Object,6
ConnectApi,Topic,getBuildVersion,,0
ConnectApi,Topic,hashCode,,0
ConnectApi,Topic,toString,,0
ConnectApi,TopicEndorsementSummary,clone,,0
ConnectApi,TopicEndorsementSummary,equals,Object,6
ConnectApi,TopicEndorsementSummary,getBuildVersion,,0
ConnectApi,TopicEndorsementSummary,hashCode,,0
ConnectApi,TopicEndorsementSummary,toString,,0
ConnectApi,TopicImages,clone,,0
ConnectApi,TopicImages,equals,Object,6
ConnectApi,TopicImages,getBuildVersion,,0
ConnectApi,TopicImages,hashCode,,0
ConnectApi,TopicImages,toString,,0
ConnectApi,TopicInput,clone,,0
ConnectApi,TopicInput,equals,Object,6
ConnectApi,TopicInput,hashCode,,0
ConnectApi,TopicInput,toString,,0
ConnectApi,TopicNamesInput,clone,,0
ConnectApi,TopicNamesInput,equals,Object,6
ConnectApi,TopicNamesInput,hashCode,,0
ConnectApi,TopicNamesInput,toString,,0
ConnectApi,TopicPage,clone,,0
ConnectApi,TopicPage,equals,Object,6
ConnectApi,TopicPage,getBuildVersion,,0
ConnectApi,TopicPage,hashCode,,0
ConnectApi,TopicPage,toString,,0
ConnectApi,Topics,assignTopic,String:String:String,20
ConnectApi,Topics,assignTopicByName,String:String:String,20
ConnectApi,Topics,clone,,0
ConnectApi,Topics,createTopic,String:String:String,20
ConnectApi,Topics,createTopicDataCategoryRules,String:String:String:ConnectApi.TopicNamesInput,47
ConnectApi,Topics,deleteTopic,String:String,13
ConnectApi,Topics,getGroupsRecentlyTalkingAboutTopic,String:String,13
ConnectApi,Topics,getRecentlyTalkingAboutTopicsForGroup,String:String,13
ConnectApi,Topics,getRecentlyTalkingAboutTopicsForUser,String:String,13
ConnectApi,Topics,getRelatedTopics,String:String,13
ConnectApi,Topics,getTopic,String:String,13
ConnectApi,Topics,getTopicDataCategoryRules,String:String:String,20
ConnectApi,Topics,getTopics,String,6
ConnectApi,Topics,getTopics,String:ConnectApi.TopicSort,27
ConnectApi,Topics,getTopics,String:Integer:Integer,22
ConnectApi,Topics,getTopics,String:Integer:Integer:ConnectApi.TopicSort,43
ConnectApi,Topics,getTopics,String:String,13
ConnectApi,Topics,getTopics,String:String:Boolean,21
ConnectApi,Topics,getTopics,String:String:ConnectApi.TopicSort,34
ConnectApi,Topics,getTopics,String:String:Integer:Integer,29
ConnectApi,Topics,getTopics,String:String:Integer:Integer:ConnectApi.TopicSort,50
ConnectApi,Topics,getTopicsOrFallBackToRenamedTopics,String:String:Boolean:Boolean,29
ConnectApi,Topics,getTopicSuggestions,String:String,13
ConnectApi,Topics,getTopicSuggestions,String:String:Integer,21
ConnectApi,Topics,getTopicSuggestionsForText,String:String,13
ConnectApi,Topics,getTopicSuggestionsForText,String:String:Integer,21
ConnectApi,Topics,getTrendingTopics,String,6
ConnectApi,Topics,getTrendingTopics,String:Integer,14
ConnectApi,Topics,mergeTopics,String:String:List<String>,26
ConnectApi,Topics,reassignTopicDataCategoryRules,String:String:String:ConnectApi.TopicNamesInput,47
ConnectApi,Topics,reassignTopicsByName,String:String:ConnectApi.TopicNamesInput,40
ConnectApi,Topics,setTestGetGroupsRecentlyTalkingAboutTopic,String:String:ConnectApi.ChatterGroupSummaryPage,48
ConnectApi,Topics,setTestGetRecentlyTalkingAboutTopicsForGroup,String:String:ConnectApi.TopicPage,34
ConnectApi,Topics,setTestGetRecentlyTalkingAboutTopicsForUser,String:String:ConnectApi.TopicPage,34
ConnectApi,Topics,setTestGetRelatedTopics,String:String:ConnectApi.TopicPage,34
ConnectApi,Topics,setTestGetTopicSuggestions,String:String:ConnectApi.TopicSuggestionPage,44
ConnectApi,Topics,setTestGetTopicSuggestions,String:String:Integer:ConnectApi.TopicSuggestionPage,52
ConnectApi,Topics,setTestGetTopicSuggestionsForText,String:String:ConnectApi.TopicSuggestionPage,44
ConnectApi,Topics,setTestGetTopicSuggestionsForText,String:String:Integer:ConnectApi.TopicSuggestionPage,52
ConnectApi,Topics,setTestGetTrendingTopics,String:ConnectApi.TopicPage,27
ConnectApi,Topics,setTestGetTrendingTopics,String:Integer:ConnectApi.TopicPage,35
ConnectApi,Topics,unassignTopic,String:String:String,20
ConnectApi,Topics,updateTopic,String:String:ConnectApi.TopicInput,35
ConnectApi,Topics,updateTopicsForArticlesInDataCategory,String:String:String:ConnectApi.ArticleTopicAssignmentJobInput,62
ConnectApi,TopicsCapability,clone,,0
ConnectApi,TopicsCapability,equals,Object,6
ConnectApi,TopicsCapability,getBuildVersion,,0
ConnectApi,TopicsCapability,hashCode,,0
ConnectApi,TopicsCapability,toString,,0
ConnectApi,TopicsCapabilityInput,clone,,0
ConnectApi,TopicsCapabilityInput,equals,Object,6
ConnectApi,TopicsCapabilityInput,hashCode,,0
